	var1	cat1	cat2
89	0.4722149251619493	c1	c1
90	0.1195942459383017	c2	c1
91	0.713244787222995	c1	c1
92	0.7607850486168974	c1	c1
93	0.5612771975694962	c3	c1
94	0.770967179954561	c1	c1
95	0.49379559636439074	c2	c1
96	0.5227328293819941	c2	c1
97	0.42754101835854963	c1	c1
98	0.02541912674409519	c3	c1
99	0.10789142699330445	c3	c1
100	0.03142918568673425	c1	c1
101	0.6364104112637804	c1	c1
102	0.3143559810763267	c2	c1
103	0.5085706911647028	c1	c1
104	0.907566473926093	c3	c1
105	0.24929222914887494	c1	c1
106	0.41038292303562973	c2	c1
107	0.7555511385430487	c2	c1
108	0.22879816549162246	c2	c1
109	0.07697990982879299	c2	c1
110	0.289751452913768	c2	c1
111	0.16122128725400442	c1	c1
112	0.9296976523425731	c1	c1
113	0.808120379564417	c1	c1
114	0.6334037565104235	c1	c1
115	0.8714605901877177	c2	c1
116	0.8036720768991145	c3	c1
117	0.18657005888603584	c1	c1
118	0.8925589984899778	c3	c1
119	0.5393422419156507	c1	c1
120	0.8074401551640625	c1	c1
121	0.8960912999234932	c3	c1
122	0.3180034749718639	c2	c1
123	0.11005192452767676	c1	c1
124	0.22793516254194168	c1	c1
125	0.4271077886262563	c1	c1
126	0.8180147659224931	c3	c1
127	0.8607305832563434	c2	c1
128	0.006952130531190703	c3	c1
129	0.5107473025775657	c3	c1
130	0.417411003148779	c2	c1
131	0.22210781047073025	c3	c1
132	0.1198653673336828	c2	c1
133	0.33761517140362796	c1	c1
134	0.9429097039125192	c2	c1
135	0.32320293202075523	c1	c1
136	0.5187906217433661	c3	c1
137	0.7030189588951778	c3	c1
138	0.363629602379294	c1	c1
139	0.9717820827209607	c3	c1
140	0.9624472949421112	c2	c1
141	0.25178229582536416	c1	c1
142	0.49724850589238545	c3	c1
143	0.30087830981676966	c1	c1
144	0.2848404943774676	c2	c1
145	0.036886947354532795	c2	c1
146	0.6095643339798968	c3	c1
147	0.5026790232288615	c2	c1
148	0.05147875124998935	c1	c1
149	0.27864646423661144	c2	c1
150	0.9082658859666537	c1	c1
151	0.23956189066697242	c1	c1
152	0.1448948720912231	c2	c1
153	0.489452760277563	c3	c1
154	0.9856504541106007	c2	c1
155	0.2420552715115004	c1	c1
156	0.6721355474058786	c1	c1
157	0.7616196153287176	c2	c1
158	0.23763754399239967	c3	c1
159	0.7282163486118596	c3	c1
160	0.3677831327192532	c1	c1
161	0.6323058305935795	c1	c1
162	0.6335297107608947	c3	c1
163	0.5357746840747585	c2	c1
164	0.0902897700544083	c1	c1
165	0.835302495589238	c1	c1
166	0.32078006497173583	c3	c1
167	0.18651851039985423	c2	c1
168	0.040775141554763916	c3	c1
169	0.5908929431882418	c2	c1
170	0.6775643618422824	c2	c1
171	0.016587828927856152	c2	c1
172	0.512093058299281	c1	c1
173	0.22649577519793795	c3	c1
174	0.6451727904094499	c3	c1
175	0.17436642900499144	c2	c1
176	0.690937738102466	c1	c1
177	0.3867353463005374	c1	c1
178	0.9367299887367345	c3	c1
179	0.13752094414599325	c1	c1
180	0.3410663510502585	c1	c1
181	0.11347352124058907	c2	c1
182	0.9246936182785628	c1	c1
183	0.877339353380981	c2	c1
184	0.2579416277151556	c3	c1
185	0.659984046034179	c1	c1
186	0.8172222002012158	c3	c1
187	0.5552008115994623	c3	c1
188	0.5296505783560065	c1	c1
189	0.24185229090045168	c1	c1
190	0.09310276780589921	c3	c1
191	0.8972157579533268	c1	c1
192	0.9004180571633305	c2	c1
193	0.6331014572732679	c2	c1
194	0.3390297910487007	c1	c1
195	0.3492095746126609	c3	c1
196	0.7259556788702394	c1	c1
197	0.8971102599525771	c1	c1
198	0.8870864242651173	c3	c1
199	0.7798755458576239	c3	c1
200	0.6420316461542878	c2	c1
201	0.08413996499504883	c3	c1
202	0.16162871409461377	c2	c1
203	0.8985541885270792	c3	c1
204	0.6064290596595899	c1	c1
205	0.009197051616629648	c2	c1
206	0.1014715428660321	c2	c1
207	0.6635017691080558	c2	c1
208	0.005061583846218687	c1	c1
209	0.16080805141749865	c1	c1
210	0.5487337893665861	c1	c1
211	0.6918951976926933	c1	c1
212	0.6519612595026005	c1	c1
213	0.22426930946055978	c2	c1
214	0.7121792213475359	c1	c1
215	0.23724908749680007	c2	c1
216	0.3253996981592677	c1	c1
217	0.7464914051180241	c3	c1
218	0.6496328990472147	c2	c1
219	0.8492234104941779	c3	c1
220	0.6576128923003434	c2	c1
221	0.5683086033354716	c3	c1
222	0.09367476782809248	c1	c1
223	0.3677158030594335	c1	c1
224	0.26520236768172545	c1	c1
225	0.24398964337908358	c2	c1
226	0.9730105547524456	c3	c1
227	0.3930977246667604	c1	c1
228	0.8920465551771133	c3	c1
229	0.6311386259972629	c3	c1
230	0.7948113035416484	c1	c1
231	0.5026370931051921	c1	c1
232	0.5769038846263591	c3	c1
233	0.4925176938188639	c1	c1
234	0.1952429877980445	c1	c1
235	0.7224521152615053	c1	c1
236	0.2807723624408558	c2	c1
237	0.02431596643145384	c3	c1
238	0.6454722959071678	c3	c1
239	0.17711067940704894	c2	c1
240	0.9404585843529143	c3	c1
241	0.9539285770025874	c1	c1
242	0.9148643902204485	c3	c1
243	0.3701587002554444	c1	c1
244	0.015456616528867428	c2	c1
245	0.9283185625877254	c1	c1
246	0.42818414831731433	c3	c1
247	0.9666548190436696	c3	c1
248	0.9636199770892528	c3	c1
249	0.8530094554673601	c2	c1
250	0.2944488920695857	c2	c1
251	0.38509772860192526	c3	c1
252	0.8511366715168569	c1	c1
253	0.31692200515627766	c2	c1
254	0.1694927466860925	c3	c1
255	0.5568012624583502	c3	c1
256	0.936154774160781	c2	c1
257	0.696029796674973	c2	c1
258	0.570061170089365	c2	c1
259	0.09717649377076854	c1	c1
260	0.6150072266991697	c1	c1
261	0.9900538501042633	c3	c1
262	0.14008401523652403	c2	c1
263	0.5183296523637367	c1	c1
264	0.8773730719279554	c2	c1
265	0.7407686177542044	c3	c1
266	0.697015740995268	c1	c1
267	0.7024840839871093	c1	c1
268	0.35949115121975517	c1	c1
269	0.29359184426449336	c3	c1
270	0.8093611554785136	c2	c1
271	0.8101133946791808	c1	c1
272	0.8670723185801037	c3	c1
273	0.9132405525564713	c2	c1
274	0.5113423988609378	c3	c1
275	0.5015162946871996	c2	c1
276	0.7982951789667752	c3	c1
277	0.6499639307777652	c2	c1
278	0.7019668772577033	c1	c1
279	0.795792669436101	c2	c1
280	0.8900053418175663	c3	c1
281	0.3379951568515358	c3	c1
282	0.375582952639944	c2	c1
283	0.093981939840869	c1	c1
284	0.578280140996174	c1	c1
285	0.035942273796742086	c2	c1
286	0.46559801813246016	c2	c1
287	0.5426446347075766	c3	c1
288	0.2865412521282844	c1	c1
289	0.5908332605690108	c2	c1
290	0.03050024993904943	c1	c1
291	0.03734818874921442	c2	c1
292	0.8226005606596583	c2	c1
293	0.3601906414112629	c1	c1
294	0.12706051265188478	c2	c1
295	0.5222432600548044	c2	c1
296	0.7699935530986108	c3	c1
297	0.21582102749684318	c2	c1
298	0.6228904758190003	c2	c1
299	0.085347464993768	c2	c1
300	0.0516817211686077	c3	c1
301	0.531354631568148	c1	c1
302	0.5406351216101065	c3	c1
303	0.6374299014982066	c3	c1
304	0.7260913337226615	c1	c1
305	0.9758520794625346	c3	c1
306	0.5163003483011953	c1	c1
307	0.32295647294124596	c3	c1
308	0.7951861947687037	c1	c1
309	0.2708322512620742	c2	c1
310	0.4389714207056361	c3	c1
311	0.07845638134226596	c3	c1
312	0.02535074341545751	c3	c1
313	0.9626484146779251	c3	c1
314	0.8359801205122058	c2	c1
315	0.695974206093698	c3	c1
316	0.4089529444142699	c2	c1
317	0.17329432007084578	c2	c1
318	0.15643704267108605	c2	c1
319	0.25024289816459533	c2	c1
320	0.5492266647061205	c1	c1
321	0.7145959227000623	c1	c1
322	0.6601973767177313	c3	c1
323	0.27993389694594284	c1	c1
324	0.9548652806631941	c1	c1
325	0.7378969166957685	c3	c1
326	0.5543540525114007	c3	c1
327	0.6117207462343522	c3	c1
328	0.4196000624277899	c1	c1
329	0.24773098950115746	c1	c1
330	0.3559726786512616	c3	c1
331	0.7578461104643691	c2	c1
332	0.014393488629755868	c3	c1
333	0.11607264050691624	c2	c1
334	0.04600264202175275	c2	c1
335	0.040728802318970136	c3	c1
336	0.8554605840110072	c3	c1
337	0.7036578593800237	c3	c1
338	0.4741738290873252	c1	c1
339	0.09783416065100148	c2	c1
340	0.49161587511683236	c1	c1
341	0.4734717707805657	c1	c1
342	0.17320186991001518	c3	c1
343	0.43385164923797304	c1	c1
344	0.39850473439737344	c3	c1
345	0.6158500980522165	c2	c1
346	0.6350936508676438	c3	c1
347	0.04530400977204452	c1	c1
348	0.3746126146264712	c1	c1
349	0.6258599157142364	c3	c1
350	0.5031362585800877	c3	c1
351	0.8564898411883223	c1	c1
352	0.658693631618945	c2	c1
353	0.1629344270814297	c2	c1
354	0.07056874740042984	c3	c1
355	0.6424192782063156	c2	c1
356	0.026511310541621813	c1	c1
357	0.5857755812734633	c3	c1
358	0.9402302414249576	c1	c1
359	0.575474177875879	c1	c1
360	0.3881699262065219	c2	c1
361	0.6432882184423532	c3	c1
362	0.45825289049151663	c3	c1
363	0.5456167893159349	c2	c1
364	0.9414648087765252	c1	c1
365	0.38610263780077425	c1	c1
366	0.9611905638239142	c1	c1
367	0.9053506419560637	c1	c1
368	0.19579113478929644	c3	c1
369	0.06936130087516545	c3	c1
370	0.10077800137742665	c2	c1
371	0.018221825651549728	c2	c1
372	0.0944429607559284	c3	c1
373	0.6830067734163568	c3	c1
374	0.07118864846022899	c1	c1
375	0.3189756302937613	c1	c1
376	0.8448753109694546	c2	c1
377	0.023271935735825866	c3	c1
378	0.8144684825889358	c2	c1
379	0.28185477477339993	c3	c1
380	0.11816482762165625	c1	c1
381	0.6967371653641506	c2	c1
382	0.628942846779884	c2	c1
383	0.877472013527053	c3	c1
384	0.7350710438038858	c1	c1
385	0.8034809303848486	c2	c1
386	0.2820345725713065	c1	c1
387	0.17743954377972282	c2	c1
388	0.7506147516408583	c1	c1
389	0.806834739267264	c3	c1
390	0.9905051420006733	c2	c1
391	0.4126176769114265	c2	c1
392	0.37201808579278317	c1	c1
393	0.7764129607419968	c1	c1
394	0.34080354025301784	c2	c1
395	0.9307573256035647	c3	c1
396	0.8584127518430118	c1	c1
397	0.42899402737501835	c1	c1
398	0.7508710677914974	c1	c1
399	0.7545428740846823	c2	c1
400	0.10312386883593261	c2	c1
401	0.9025529066795667	c2	c1
402	0.5052523724478571	c2	c1
403	0.8264574661077416	c3	c1
404	0.32004960103061175	c3	c1
405	0.8955232284962005	c2	c1
406	0.3892016787341631	c3	c1
407	0.01083765148029836	c1	c1
408	0.9053819764192637	c1	c1
409	0.09128667678613356	c1	c1
410	0.31931363759041487	c2	c1
411	0.9500619670508049	c1	c1
412	0.9506071469375561	c3	c1
413	0.5734378881232861	c2	c1
414	0.6318372121697993	c3	c1
415	0.44844552197831977	c1	c1
416	0.29321077169806453	c1	c1
417	0.32866454536991596	c1	c1
418	0.6725184560770384	c2	c1
419	0.75237452943768	c3	c1
420	0.7915790437258485	c2	c1
421	0.7896181427945539	c2	c1
422	0.09120610304869037	c1	c1
423	0.49442030470258147	c2	c1
424	0.057558760016644284	c2	c1
425	0.5495288823237355	c1	c1
426	0.441530501373377	c2	c1
427	0.8877041827582998	c1	c1
428	0.3509150125520787	c1	c1
429	0.11706701642760586	c1	c1
430	0.14299168205283586	c1	c1
431	0.7615106317174722	c2	c1
432	0.6182180633162611	c1	c1
433	0.10112267612279024	c1	c1
434	0.08410680611499743	c2	c1
435	0.70096913145912	c2	c1
436	0.07276300636419353	c3	c1
437	0.8218600592903562	c2	c1
438	0.7062422271564962	c2	c1
439	0.08134878064189976	c3	c1
440	0.08483771408519192	c2	c1
441	0.9866395785011755	c2	c1
442	0.3742707957561203	c2	c1
443	0.3706421470668909	c2	c1
444	0.8127995672575026	c3	c1
445	0.9472485773838587	c2	c1
446	0.9860010638228709	c2	c1
447	0.7533781852589416	c3	c1
448	0.37625958553091576	c1	c1
449	0.08350071669866876	c3	c1
450	0.7771469159274368	c1	c1
451	0.558404249735805	c3	c1
452	0.4242220092469763	c3	c1
453	0.906354385094736	c2	c1
454	0.11119748230615134	c1	c1
455	0.49262510429085915	c2	c1
456	0.011353644767419069	c1	c1
457	0.46866064199412627	c3	c1
458	0.05630327568183735	c3	c1
459	0.11881791626807192	c1	c1
460	0.11752624677710488	c2	c1
461	0.6492103021160636	c2	c1
462	0.7460448792654233	c2	c1
463	0.5833687650971596	c2	c1
464	0.9621725484745419	c3	c1
465	0.37487057952370406	c3	c1
466	0.28571208628186073	c3	c1
467	0.8685991281894603	c3	c1
468	0.22359583851945264	c3	c1
469	0.9632225394406113	c2	c1
470	0.012154474689816341	c2	c1
471	0.969878826707639	c2	c1
472	0.04315991195057611	c2	c1
473	0.8911431136980711	c3	c1
474	0.5277011090862999	c3	c1
475	0.9929647961193003	c3	c1
476	0.07379656473539886	c1	c1
477	0.5538542844013208	c2	c1
478	0.969302535619099	c2	c1
479	0.5230978441701488	c3	c1
480	0.6293986381352625	c2	c1
481	0.6957486889846172	c2	c1
482	0.45454106476777323	c3	c1
483	0.6275580800840634	c1	c1
484	0.5843143119231002	c1	c1
485	0.901158010490989	c1	c1
486	0.04544638034145787	c3	c1
487	0.2809631895922303	c2	c1
488	0.9504114840765587	c3	c1
489	0.8902637838909163	c3	c1
490	0.45565675278571294	c2	c1
491	0.6201325978015367	c1	c1
492	0.2773811829811327	c1	c1
493	0.1881211597237613	c3	c1
494	0.46369840493998216	c1	c1
495	0.3533522280260528	c3	c1
496	0.5836561118508721	c3	c1
497	0.07773463696498484	c2	c1
498	0.9743948076661665	c2	c1
499	0.9862107444796029	c2	c1
500	0.6981617140197451	c3	c1
501	0.5360963663441204	c2	c1
502	0.30952761628632774	c1	c1
503	0.8137950197069487	c1	c1
504	0.6847311725538793	c3	c1
505	0.1626169393448913	c3	c1
506	0.9109271844938425	c2	c1
507	0.822537242923169	c3	c1
508	0.949799913291924	c3	c1
509	0.72571950838836	c1	c1
510	0.6134151959357899	c1	c1
511	0.4182430362906189	c2	c1
512	0.9327284833540133	c3	c1
513	0.8660638895004084	c3	c1
514	0.04521867010618941	c1	c1
515	0.026366974497252005	c3	c1
516	0.3764633668780496	c1	c1
517	0.8105533307818329	c2	c1
518	0.9872761293149445	c1	c1
519	0.15041689110352818	c3	c1
520	0.5941307153521351	c2	c1
521	0.3808908566310215	c1	c1
522	0.9699143978146032	c1	c1
523	0.8421189231357087	c2	c1
524	0.8383287047111379	c2	c1
525	0.4686931597949703	c1	c1
526	0.4148195023376652	c3	c1
527	0.27340707193070624	c1	c1
528	0.056375496650927115	c2	c1
529	0.8647223762550532	c1	c1
530	0.8129010091300776	c2	c1
531	0.9997176732861306	c2	c1
532	0.9966368370739054	c3	c1
533	0.5554317056026274	c2	c1
534	0.7689874151805105	c2	c1
535	0.944765729882428	c3	c1
536	0.8496473906774115	c2	c1
537	0.24734810174319766	c3	c1
538	0.4505441353100935	c3	c1
539	0.12915941515149498	c2	c1
540	0.9540510272587224	c2	c1
541	0.60617463445088	c1	c1
542	0.22864280550346272	c3	c1
543	0.6717006844058567	c1	c1
544	0.6181282404578958	c2	c1
545	0.3581627180328405	c1	c1
546	0.11355759219962902	c3	c1
547	0.6715731955927996	c1	c1
548	0.5203077009037933	c3	c1
549	0.7723183917356393	c2	c1
550	0.5201635011119934	c2	c1
551	0.8521815003185401	c3	c1
552	0.5519068387744855	c2	c1
553	0.5609379715353863	c2	c1
554	0.876653602658345	c2	c1
555	0.40348286621239704	c2	c1
556	0.13401522845064073	c3	c1
557	0.028782676313338973	c1	c1
558	0.755137255673619	c1	c1
559	0.6203095513534647	c2	c1
560	0.7040797680992236	c1	c1
561	0.21296416150891073	c1	c1
562	0.13637147558676976	c2	c1
563	0.014544665667881929	c2	c1
564	0.350587558806597	c1	c1
565	0.5899176868546331	c3	c1
566	0.3922440450997323	c2	c1
567	0.43747492202372906	c3	c1
568	0.9041586944937484	c1	c1
569	0.34825546702330035	c2	c1
570	0.5139894891598108	c3	c1
571	0.7836530127411431	c2	c1
572	0.39654278232127016	c1	c1
573	0.6220867002278735	c3	c1
574	0.8623637087467452	c1	c1
575	0.9495206236576421	c1	c1
576	0.14707348092903794	c2	c1
577	0.9265876251614944	c3	c1
578	0.4921162930795382	c1	c1
579	0.25824438829895835	c1	c1
580	0.4591357562382613	c3	c1
581	0.980032575285477	c1	c1
582	0.4926180939928696	c1	c1
583	0.3287516102875082	c3	c1
584	0.6334008543167258	c3	c1
585	0.24014561877819307	c3	c1
586	0.07586332810866392	c3	c1
587	0.12887972191064923	c2	c1
588	0.12804583895777244	c3	c1
589	0.15190269351229435	c2	c1
590	0.13882717264941014	c2	c1
591	0.6408747448032146	c2	c1
592	0.18188008439914483	c1	c1
593	0.3456672833238632	c2	c1
594	0.8967884099060118	c2	c1
595	0.47396164026287235	c1	c1
596	0.6675577385210272	c1	c1
597	0.17231987120162984	c1	c1
598	0.19228901880867078	c3	c1
599	0.04086861626647886	c1	c1
600	0.16893506307216455	c1	c1
601	0.2785903390319586	c2	c1
602	0.17701048427674682	c1	c1
603	0.08870253375705561	c3	c1
604	0.12063587110060081	c1	c1
605	0.46077876803272577	c3	c1
606	0.2063337184057925	c1	c1
607	0.36426986104807546	c1	c1
608	0.5034172708548569	c1	c1
609	0.6903948286293653	c1	c1
610	0.039312139841098936	c3	c1
611	0.7994103989090426	c3	c1
612	0.6279003894909078	c2	c1
613	0.08175903194887191	c3	c1
614	0.8735786241067772	c1	c1
615	0.9208724005318132	c2	c1
616	0.06107795985486375	c2	c1
617	0.2768776481472037	c2	c1
618	0.8062012797930613	c1	c1
619	0.7482596903836584	c3	c1
620	0.18452101935637732	c1	c1
621	0.2093493233367103	c2	c1
622	0.370472102791382	c1	c1
623	0.4845229851910213	c1	c1
624	0.618254771530296	c3	c1
625	0.3689136395697724	c3	c1
626	0.4625347161331479	c2	c1
627	0.7474709381337565	c1	c1
628	0.0366832028905979	c1	c1
629	0.25243694434402075	c3	c1
630	0.7133495858845524	c1	c1
631	0.8952068376871993	c1	c1
632	0.5116774421156661	c1	c1
633	0.5321134852653157	c3	c1
634	0.10717201133977605	c2	c1
635	0.44741236682345464	c2	c1
636	0.5326172664550232	c1	c1
637	0.24247050363472966	c2	c1
638	0.26924323094938096	c3	c1
639	0.37728416310462265	c3	c1
640	0.02007119777772637	c2	c1
641	0.3220791655831783	c2	c1
642	0.21144800699654465	c1	c1
643	0.32749735217791465	c2	c1
644	0.11976213181925122	c1	c1
645	0.890527280739895	c1	c1
646	0.5935924535540487	c3	c1
647	0.6791023191444896	c3	c1
648	0.7891712386073383	c3	c1
649	0.4984421989290573	c3	c1
650	0.08692028808742369	c2	c1
651	0.5371065418185478	c3	c1
652	0.5868411180208791	c2	c1
653	0.74543947418433	c3	c1
654	0.4316595462296794	c2	c1
655	0.12758030279556376	c1	c1
656	0.28377590579872447	c2	c1
657	0.3630822963986351	c2	c1
658	0.6459172413316012	c3	c1
659	0.5707783046689119	c2	c1
660	0.35609672589784624	c1	c1
661	0.9865152487929797	c1	c1
662	0.6057748193568872	c3	c1
663	0.23722679173599448	c1	c1
664	0.10178247262040374	c2	c1
665	0.15285913918433203	c1	c1
666	0.24595772838450813	c3	c1
667	0.16068137325955567	c2	c1
668	0.18656702405130576	c3	c1
669	0.2850951686938471	c2	c1
670	0.17337359529475482	c1	c1
671	0.8967654246264252	c3	c1
672	0.08023374566164221	c3	c1
673	0.5245113895702547	c2	c1
674	0.4103968269896615	c3	c1
675	0.9823786169086064	c2	c1
676	0.11203890216805235	c2	c1
677	0.39785559904574164	c2	c1
678	0.9694704332753689	c2	c1
679	0.8655071258939803	c1	c1
680	0.8170720709492799	c2	c1
681	0.25790282704493983	c3	c1
682	0.17088758739006582	c1	c1
683	0.668643219924431	c3	c1
684	0.9293759891275858	c1	c1
685	0.5567628930139298	c2	c1
686	0.5716126894698998	c1	c1
687	0.2799790936602842	c1	c1
688	0.7694929331919369	c3	c1
689	0.18704374855752337	c3	c1
690	0.3236792364042437	c2	c1
691	0.4254364386164168	c1	c1
692	0.507610378684455	c1	c1
693	0.24240973241508024	c1	c1
694	0.11483682473920354	c2	c1
695	0.6106200424416326	c2	c1
696	0.28863055324025577	c2	c1
697	0.5812382214226123	c2	c1
698	0.1543627152742023	c2	c1
699	0.4811401018548175	c3	c1
700	0.5325894325515859	c1	c1
701	0.05182353682242691	c1	c1
702	0.3366042781939206	c1	c1
703	0.13441467693897424	c1	c1
704	0.06337497047276774	c1	c1
705	0.9899602323899452	c1	c1
706	0.32235384497472297	c1	c1
707	0.8098744458546349	c1	c1
708	0.25464065476376385	c3	c1
709	0.6815027222239293	c1	c1
710	0.7602278598896866	c3	c1
711	0.5956387406078443	c2	c1
712	0.47157618855015837	c1	c1
713	0.41184091414726853	c2	c1
714	0.3488682665429953	c2	c1
715	0.9295291442478258	c2	c1
716	0.8306194077877291	c3	c1
717	0.9650269106665126	c2	c1
718	0.12429722348554473	c2	c1
719	0.7308674752036443	c2	c1
720	0.9383404568210378	c1	c1
721	0.18123306616566015	c1	c1
722	0.0664962673667775	c3	c1
723	0.741120649290059	c3	c1
724	0.5744731131799119	c1	c1
725	0.8418287767582721	c3	c1
726	0.1397723766262895	c1	c1
727	0.7952673118598902	c2	c1
728	0.20162732004774453	c2	c1
729	0.1636559428657045	c3	c1
730	0.16426579793099294	c1	c1
731	0.8145747202313821	c1	c1
732	0.6651972206962001	c3	c1
733	0.5230654247691193	c1	c1
734	0.3588304841235025	c2	c1
735	0.8772005408131083	c3	c1
736	0.3924451074226354	c3	c1
737	0.8165994394715771	c1	c1
738	0.4391349085702184	c3	c1
739	0.3769444294249076	c1	c1
740	0.46267978566960644	c1	c1
741	0.3013778741641421	c1	c1
742	0.7476093801762511	c1	c1
743	0.5027203900924792	c1	c1
744	0.2322126951468173	c3	c1
745	0.8995745732745685	c2	c1
746	0.3838912213732114	c2	c1
747	0.5435528611139886	c3	c1
748	0.9064721109645469	c3	c1
749	0.6242379959139921	c2	c1
750	0.11689804070836407	c2	c1
751	0.9398321236134751	c2	c1
752	0.6277080530714179	c2	c1
753	0.3349056146570861	c2	c1
754	0.13927207266338726	c1	c1
755	0.794025189270296	c3	c1
756	0.6200727559285135	c1	c1
757	0.5334610919763215	c2	c1
758	0.8938925830509576	c2	c1
759	0.7885972112245307	c2	c1
760	0.15167487973275118	c1	c1
761	0.31172206779554823	c1	c1
762	0.24848913981446574	c2	c1
763	0.743946292572677	c1	c1
764	0.03353243473577938	c1	c1
765	0.5698896848713165	c2	c1
766	0.7624586857406905	c1	c1
767	0.8767656367617495	c3	c1
768	0.34208174871590746	c3	c1
769	0.8212573046720129	c3	c1
770	0.11063173695520723	c3	c1
771	0.8464522917345182	c2	c1
772	0.12748866233198242	c2	c1
773	0.39728729056036727	c2	c1
774	0.7972953657795536	c3	c1
775	0.14991742734877378	c3	c1
776	0.22925139523264149	c1	c1
777	0.7222525683930663	c1	c1
778	0.7200365365460744	c3	c1
779	0.6411476328852973	c3	c1
780	0.6939484444671	c3	c1
781	0.5427244433475962	c3	c1
782	0.25179905890695276	c1	c1
783	0.34569599350391944	c3	c1
784	0.18159771680142567	c1	c1
785	0.9084505613336283	c3	c1
786	0.5833917947661205	c3	c1
787	0.4008514167636399	c3	c1
788	0.4620058036441327	c1	c1
789	0.9472833396118153	c1	c1
790	0.1533514031160802	c2	c1
791	0.5862298320167972	c3	c1
792	0.505888678884466	c2	c1
793	0.6114542354346478	c2	c1
794	0.01811018382084051	c1	c1
795	0.8721239089441515	c1	c1
796	0.9321182824836124	c2	c1
797	0.5651331835892089	c3	c1
798	0.6966508238768923	c1	c1
799	0.9224993811772957	c3	c1
800	0.7072386343133986	c3	c1
801	0.15253904291426135	c2	c1
802	0.5762883601668132	c2	c1
803	0.6067150463828559	c2	c1
804	0.424130671302386	c2	c1
805	0.7364442356247228	c1	c1
806	0.9343670147690148	c1	c1
807	0.9255685129067763	c2	c1
808	0.4508393714041321	c1	c1
809	0.11323804584075525	c2	c1
810	0.9848411989623346	c3	c1
811	0.8388980864459341	c3	c1
812	0.12466268120326685	c3	c1
813	0.9208418826173723	c2	c1
814	0.8698963620621283	c3	c1
815	0.5188380571260721	c1	c1
816	0.5912754357449292	c3	c1
817	0.39900270387013026	c3	c1
818	0.05476163882203133	c3	c1
819	0.3351972416459009	c1	c1
820	0.8028534485980114	c2	c1
821	0.004632023004602859	c1	c1
822	0.3334991716911442	c2	c1
823	0.3981686935909433	c2	c1
824	0.5373956029379229	c3	c1
