var1	cat1	cat2
0.8872127425763265	c1	c1
0.4722149251619493	c1	c1
0.1195942459383017	c2	c1
0.713244787222995	c1	c1
0.7607850486168974	c1	c1
0.5612771975694962	c3	c1
0.770967179954561	c1	c1
0.49379559636439074	c2	c1
0.5227328293819941	c2	c1
0.42754101835854963	c1	c1
0.02541912674409519	c3	c1
0.10789142699330445	c3	c1
0.03142918568673425	c1	c1
0.6364104112637804	c1	c1
0.3143559810763267	c2	c1
0.5085706911647028	c1	c1
0.907566473926093	c3	c1
0.24929222914887494	c1	c1
0.41038292303562973	c2	c1
0.7555511385430487	c2	c1
0.22879816549162246	c2	c1
0.07697990982879299	c2	c1
0.289751452913768	c2	c1
0.16122128725400442	c1	c1
0.9296976523425731	c1	c1
0.808120379564417	c1	c1
0.6334037565104235	c1	c1
0.8714605901877177	c2	c1
0.8036720768991145	c3	c1
0.18657005888603584	c1	c1
0.8925589984899778	c3	c1
0.5393422419156507	c1	c1
0.8074401551640625	c1	c1
0.8960912999234932	c3	c1
0.3180034749718639	c2	c1
0.11005192452767676	c1	c1
0.22793516254194168	c1	c1
0.4271077886262563	c1	c1
0.8180147659224931	c3	c1
0.8607305832563434	c2	c1
0.006952130531190703	c3	c1
0.5107473025775657	c3	c1
0.417411003148779	c2	c1
0.22210781047073025	c3	c1
0.1198653673336828	c2	c1
0.33761517140362796	c1	c1
0.9429097039125192	c2	c1
0.32320293202075523	c1	c1
0.5187906217433661	c3	c1
0.7030189588951778	c3	c1
0.363629602379294	c1	c1
0.9717820827209607	c3	c1
0.9624472949421112	c2	c1
0.25178229582536416	c1	c1
0.49724850589238545	c3	c1
0.30087830981676966	c1	c1
0.2848404943774676	c2	c1
0.036886947354532795	c2	c1
0.6095643339798968	c3	c1
0.5026790232288615	c2	c1
0.05147875124998935	c1	c1
0.27864646423661144	c2	c1
0.9082658859666537	c1	c1
0.23956189066697242	c1	c1
0.1448948720912231	c2	c1
0.489452760277563	c3	c1
0.9856504541106007	c2	c1
0.2420552715115004	c1	c1
0.6721355474058786	c1	c1
0.7616196153287176	c2	c1
0.23763754399239967	c3	c1
0.7282163486118596	c3	c1
0.3677831327192532	c1	c1
0.6323058305935795	c1	c1
0.6335297107608947	c3	c1
0.5357746840747585	c2	c1
0.0902897700544083	c1	c1
0.835302495589238	c1	c1
0.32078006497173583	c3	c1
0.18651851039985423	c2	c1
0.040775141554763916	c3	c1
0.5908929431882418	c2	c1
0.6775643618422824	c2	c1
0.016587828927856152	c2	c1
0.512093058299281	c1	c1
0.22649577519793795	c3	c1
0.6451727904094499	c3	c1
0.17436642900499144	c2	c1
0.690937738102466	c1	c1
0.3867353463005374	c1	c1
0.9367299887367345	c3	c1
0.13752094414599325	c1	c1
0.3410663510502585	c1	c1
0.11347352124058907	c2	c1
0.9246936182785628	c1	c1
0.877339353380981	c2	c1
0.2579416277151556	c3	c1
0.659984046034179	c1	c1
0.8172222002012158	c3	c1
0.5552008115994623	c3	c1
0.5296505783560065	c1	c1
0.24185229090045168	c1	c1
0.09310276780589921	c3	c1
0.8972157579533268	c1	c1
0.9004180571633305	c2	c1
0.6331014572732679	c2	c1
0.3390297910487007	c1	c1
0.3492095746126609	c3	c1
0.7259556788702394	c1	c1
0.8971102599525771	c1	c1
0.8870864242651173	c3	c1
0.7798755458576239	c3	c1
0.6420316461542878	c2	c1
0.08413996499504883	c3	c1
0.16162871409461377	c2	c1
0.8985541885270792	c3	c1
0.6064290596595899	c1	c1
0.009197051616629648	c2	c1
0.1014715428660321	c2	c1
0.6635017691080558	c2	c1
0.005061583846218687	c1	c1
0.16080805141749865	c1	c1
0.5487337893665861	c1	c1
0.6918951976926933	c1	c1
0.6519612595026005	c1	c1
0.22426930946055978	c2	c1
0.7121792213475359	c1	c1
0.23724908749680007	c2	c1
0.3253996981592677	c1	c1
0.7464914051180241	c3	c1
0.6496328990472147	c2	c1
0.8492234104941779	c3	c1
0.6576128923003434	c2	c1
0.5683086033354716	c3	c1
0.09367476782809248	c1	c1
0.3677158030594335	c1	c1
0.26520236768172545	c1	c1
0.24398964337908358	c2	c1
0.9730105547524456	c3	c1
0.3930977246667604	c1	c1
0.8920465551771133	c3	c1
0.6311386259972629	c3	c1
0.7948113035416484	c1	c1
0.5026370931051921	c1	c1
0.5769038846263591	c3	c1
0.4925176938188639	c1	c1
0.1952429877980445	c1	c1
0.7224521152615053	c1	c1
0.2807723624408558	c2	c1
0.02431596643145384	c3	c1
0.6454722959071678	c3	c1
0.17711067940704894	c2	c1
0.9404585843529143	c3	c1
0.9539285770025874	c1	c1
0.9148643902204485	c3	c1
0.3701587002554444	c1	c1
0.015456616528867428	c2	c1
0.9283185625877254	c1	c1
0.42818414831731433	c3	c1
0.9666548190436696	c3	c1
0.9636199770892528	c3	c1
0.8530094554673601	c2	c1
0.2944488920695857	c2	c1
0.38509772860192526	c3	c1
0.8511366715168569	c1	c1
0.31692200515627766	c2	c1
0.1694927466860925	c3	c1
0.5568012624583502	c3	c1
0.936154774160781	c2	c1
0.696029796674973	c2	c1
0.570061170089365	c2	c1
0.09717649377076854	c1	c1
0.6150072266991697	c1	c1
0.9900538501042633	c3	c1
0.14008401523652403	c2	c1
0.5183296523637367	c1	c1
0.8773730719279554	c2	c1
0.7407686177542044	c3	c1
0.697015740995268	c1	c1
0.7024840839871093	c1	c1
0.35949115121975517	c1	c1
0.29359184426449336	c3	c1
0.8093611554785136	c2	c1
0.8101133946791808	c1	c1
0.8670723185801037	c3	c1
0.9132405525564713	c2	c1
0.5113423988609378	c3	c1
0.5015162946871996	c2	c1
0.7982951789667752	c3	c1
0.6499639307777652	c2	c1
0.7019668772577033	c1	c1
0.795792669436101	c2	c1
0.8900053418175663	c3	c1
0.3379951568515358	c3	c1
0.375582952639944	c2	c1
0.093981939840869	c1	c1
0.578280140996174	c1	c1
0.035942273796742086	c2	c1
0.46559801813246016	c2	c1
0.5426446347075766	c3	c1
0.2865412521282844	c1	c1
0.5908332605690108	c2	c1
0.03050024993904943	c1	c1
0.03734818874921442	c2	c1
0.8226005606596583	c2	c1
0.3601906414112629	c1	c1
0.12706051265188478	c2	c1
0.5222432600548044	c2	c1
0.7699935530986108	c3	c1
0.21582102749684318	c2	c1
0.6228904758190003	c2	c1
0.085347464993768	c2	c1
0.0516817211686077	c3	c1
0.531354631568148	c1	c1
0.5406351216101065	c3	c1
0.6374299014982066	c3	c1
0.7260913337226615	c1	c1
0.9758520794625346	c3	c1
0.5163003483011953	c1	c1
0.32295647294124596	c3	c1
0.7951861947687037	c1	c1
0.2708322512620742	c2	c1
0.4389714207056361	c3	c1
0.07845638134226596	c3	c1
0.02535074341545751	c3	c1
0.9626484146779251	c3	c1
0.8359801205122058	c2	c1
0.695974206093698	c3	c1
0.4089529444142699	c2	c1
0.17329432007084578	c2	c1
0.15643704267108605	c2	c1
0.25024289816459533	c2	c1
0.5492266647061205	c1	c1
0.7145959227000623	c1	c1
0.6601973767177313	c3	c1
0.27993389694594284	c1	c1
0.9548652806631941	c1	c1
0.7378969166957685	c3	c1
0.5543540525114007	c3	c1
0.6117207462343522	c3	c1
0.4196000624277899	c1	c1
0.24773098950115746	c1	c1
0.3559726786512616	c3	c1
0.7578461104643691	c2	c1
0.014393488629755868	c3	c1
0.11607264050691624	c2	c1
0.04600264202175275	c2	c1
0.040728802318970136	c3	c1
0.8554605840110072	c3	c1
0.7036578593800237	c3	c1
0.4741738290873252	c1	c1
0.09783416065100148	c2	c1
0.49161587511683236	c1	c1
0.4734717707805657	c1	c1
0.17320186991001518	c3	c1
0.43385164923797304	c1	c1
0.39850473439737344	c3	c1
0.6158500980522165	c2	c1
0.6350936508676438	c3	c1
0.04530400977204452	c1	c1
0.3746126146264712	c1	c1
0.6258599157142364	c3	c1
0.5031362585800877	c3	c1
0.8564898411883223	c1	c1
0.658693631618945	c2	c1
0.1629344270814297	c2	c1
0.07056874740042984	c3	c1
0.6424192782063156	c2	c1
0.026511310541621813	c1	c1
0.5857755812734633	c3	c1
0.9402302414249576	c1	c1
0.575474177875879	c1	c1
0.3881699262065219	c2	c1
0.6432882184423532	c3	c1
0.45825289049151663	c3	c1
0.5456167893159349	c2	c1
0.9414648087765252	c1	c1
0.38610263780077425	c1	c1
0.9611905638239142	c1	c1
0.9053506419560637	c1	c1
0.19579113478929644	c3	c1
0.06936130087516545	c3	c1
0.10077800137742665	c2	c1
0.018221825651549728	c2	c1
0.0944429607559284	c3	c1
0.6830067734163568	c3	c1
0.07118864846022899	c1	c1
0.3189756302937613	c1	c1
0.8448753109694546	c2	c1
0.023271935735825866	c3	c1
0.8144684825889358	c2	c1
0.28185477477339993	c3	c1
0.11816482762165625	c1	c1
0.6967371653641506	c2	c1
0.628942846779884	c2	c1
0.877472013527053	c3	c1
0.7350710438038858	c1	c1
0.8034809303848486	c2	c1
0.2820345725713065	c1	c1
0.17743954377972282	c2	c1
0.7506147516408583	c1	c1
0.806834739267264	c3	c1
0.9905051420006733	c2	c1
0.4126176769114265	c2	c1
0.37201808579278317	c1	c1
0.7764129607419968	c1	c1
0.34080354025301784	c2	c1
0.9307573256035647	c3	c1
0.8584127518430118	c1	c1
0.42899402737501835	c1	c1
0.7508710677914974	c1	c1
0.7545428740846823	c2	c1
0.10312386883593261	c2	c1
0.9025529066795667	c2	c1
0.5052523724478571	c2	c1
0.8264574661077416	c3	c1
0.32004960103061175	c3	c1
0.8955232284962005	c2	c1
0.3892016787341631	c3	c1
0.01083765148029836	c1	c1
0.9053819764192637	c1	c1
0.09128667678613356	c1	c1
0.31931363759041487	c2	c1
0.9500619670508049	c1	c1
0.9506071469375561	c3	c1
0.5734378881232861	c2	c1
0.6318372121697993	c3	c1
0.44844552197831977	c1	c1
0.29321077169806453	c1	c1
0.32866454536991596	c1	c1
0.6725184560770384	c2	c1
0.75237452943768	c3	c1
0.7915790437258485	c2	c1
0.7896181427945539	c2	c1
0.09120610304869037	c1	c1
0.49442030470258147	c2	c1
0.057558760016644284	c2	c1
0.5495288823237355	c1	c1
0.441530501373377	c2	c1
0.8877041827582998	c1	c1
0.3509150125520787	c1	c1
0.11706701642760586	c1	c1
0.14299168205283586	c1	c1
0.7615106317174722	c2	c1
0.6182180633162611	c1	c1
0.10112267612279024	c1	c1
0.08410680611499743	c2	c1
0.70096913145912	c2	c1
0.07276300636419353	c3	c1
0.8218600592903562	c2	c1
0.7062422271564962	c2	c1
0.08134878064189976	c3	c1
0.08483771408519192	c2	c1
0.9866395785011755	c2	c1
0.3742707957561203	c2	c1
0.3706421470668909	c2	c1
0.8127995672575026	c3	c1
0.9472485773838587	c2	c1
0.9860010638228709	c2	c1
0.7533781852589416	c3	c1
0.37625958553091576	c1	c1
0.08350071669866876	c3	c1
0.7771469159274368	c1	c1
0.558404249735805	c3	c1
0.4242220092469763	c3	c1
0.906354385094736	c2	c1
0.11119748230615134	c1	c1
0.49262510429085915	c2	c1
0.011353644767419069	c1	c1
0.46866064199412627	c3	c1
0.05630327568183735	c3	c1
0.11881791626807192	c1	c1
0.11752624677710488	c2	c1
0.6492103021160636	c2	c1
0.7460448792654233	c2	c1
0.5833687650971596	c2	c1
0.9621725484745419	c3	c1
0.37487057952370406	c3	c1
0.28571208628186073	c3	c1
0.8685991281894603	c3	c1
0.22359583851945264	c3	c1
0.9632225394406113	c2	c1
0.012154474689816341	c2	c1
0.969878826707639	c2	c1
0.04315991195057611	c2	c1
0.8911431136980711	c3	c1
0.5277011090862999	c3	c1
0.9929647961193003	c3	c1
0.07379656473539886	c1	c1
0.5538542844013208	c2	c1
0.969302535619099	c2	c1
0.5230978441701488	c3	c1
0.6293986381352625	c2	c1
0.6957486889846172	c2	c1
0.45454106476777323	c3	c1
0.6275580800840634	c1	c1
0.5843143119231002	c1	c1
0.901158010490989	c1	c1
0.04544638034145787	c3	c1
0.2809631895922303	c2	c1
0.9504114840765587	c3	c1
0.8902637838909163	c3	c1
0.45565675278571294	c2	c1
0.6201325978015367	c1	c1
0.2773811829811327	c1	c1
0.1881211597237613	c3	c1
0.46369840493998216	c1	c1
0.3533522280260528	c3	c1
0.5836561118508721	c3	c1
0.07773463696498484	c2	c1
0.9743948076661665	c2	c1
0.9862107444796029	c2	c1
0.6981617140197451	c3	c1
0.5360963663441204	c2	c1
0.30952761628632774	c1	c1
0.8137950197069487	c1	c1
0.6847311725538793	c3	c1
0.1626169393448913	c3	c1
0.9109271844938425	c2	c1
0.822537242923169	c3	c1
0.949799913291924	c3	c1
0.72571950838836	c1	c1
0.6134151959357899	c1	c1
0.4182430362906189	c2	c1
0.9327284833540133	c3	c1
0.8660638895004084	c3	c1
0.04521867010618941	c1	c1
0.026366974497252005	c3	c1
0.3764633668780496	c1	c1
0.8105533307818329	c2	c1
0.9872761293149445	c1	c1
0.15041689110352818	c3	c1
0.5941307153521351	c2	c1
0.3808908566310215	c1	c1
0.9699143978146032	c1	c1
0.8421189231357087	c2	c1
0.8383287047111379	c2	c1
0.4686931597949703	c1	c1
0.4148195023376652	c3	c1
0.27340707193070624	c1	c1
0.056375496650927115	c2	c1
0.8647223762550532	c1	c1
0.8129010091300776	c2	c1
0.9997176732861306	c2	c1
0.9966368370739054	c3	c1
0.5554317056026274	c2	c1
0.7689874151805105	c2	c1
0.944765729882428	c3	c1
0.8496473906774115	c2	c1
0.24734810174319766	c3	c1
0.4505441353100935	c3	c1
0.12915941515149498	c2	c1
0.9540510272587224	c2	c1
0.60617463445088	c1	c1
0.22864280550346272	c3	c1
0.6717006844058567	c1	c1
0.6181282404578958	c2	c1
0.3581627180328405	c1	c1
0.11355759219962902	c3	c1
0.6715731955927996	c1	c1
0.5203077009037933	c3	c1
0.7723183917356393	c2	c1
0.5201635011119934	c2	c1
0.8521815003185401	c3	c1
0.5519068387744855	c2	c1
0.5609379715353863	c2	c1
0.876653602658345	c2	c1
0.40348286621239704	c2	c1
0.13401522845064073	c3	c1
0.028782676313338973	c1	c1
0.755137255673619	c1	c1
0.6203095513534647	c2	c1
0.7040797680992236	c1	c1
0.21296416150891073	c1	c1
0.13637147558676976	c2	c1
0.014544665667881929	c2	c1
0.350587558806597	c1	c1
0.5899176868546331	c3	c1
0.3922440450997323	c2	c1
0.43747492202372906	c3	c1
0.9041586944937484	c1	c1
0.34825546702330035	c2	c1
0.5139894891598108	c3	c1
0.7836530127411431	c2	c1
0.39654278232127016	c1	c1
0.6220867002278735	c3	c1
0.8623637087467452	c1	c1
0.9495206236576421	c1	c1
0.14707348092903794	c2	c1
0.9265876251614944	c3	c1
0.4921162930795382	c1	c1
0.25824438829895835	c1	c1
0.4591357562382613	c3	c1
0.980032575285477	c1	c1
0.4926180939928696	c1	c1
0.3287516102875082	c3	c1
0.6334008543167258	c3	c1
0.24014561877819307	c3	c1
0.07586332810866392	c3	c1
0.12887972191064923	c2	c1
0.12804583895777244	c3	c1
0.15190269351229435	c2	c1
0.13882717264941014	c2	c1
0.6408747448032146	c2	c1
0.18188008439914483	c1	c1
0.3456672833238632	c2	c1
0.8967884099060118	c2	c1
0.47396164026287235	c1	c1
0.6675577385210272	c1	c1
0.17231987120162984	c1	c1
0.19228901880867078	c3	c1
0.04086861626647886	c1	c1
0.16893506307216455	c1	c1
0.2785903390319586	c2	c1
0.17701048427674682	c1	c1
0.08870253375705561	c3	c1
0.12063587110060081	c1	c1
0.46077876803272577	c3	c1
0.2063337184057925	c1	c1
0.36426986104807546	c1	c1
0.5034172708548569	c1	c1
0.6903948286293653	c1	c1
0.039312139841098936	c3	c1
0.7994103989090426	c3	c1
0.6279003894909078	c2	c1
0.08175903194887191	c3	c1
0.8735786241067772	c1	c1
0.9208724005318132	c2	c1
0.06107795985486375	c2	c1
0.2768776481472037	c2	c1
0.8062012797930613	c1	c1
0.7482596903836584	c3	c1
0.18452101935637732	c1	c1
0.2093493233367103	c2	c1
0.370472102791382	c1	c1
0.4845229851910213	c1	c1
0.618254771530296	c3	c1
0.3689136395697724	c3	c1
0.4625347161331479	c2	c1
0.7474709381337565	c1	c1
0.0366832028905979	c1	c1
0.25243694434402075	c3	c1
0.7133495858845524	c1	c1
0.8952068376871993	c1	c1
0.5116774421156661	c1	c1
0.5321134852653157	c3	c1
0.10717201133977605	c2	c1
0.44741236682345464	c2	c1
0.5326172664550232	c1	c1
0.24247050363472966	c2	c1
0.26924323094938096	c3	c1
0.37728416310462265	c3	c1
0.02007119777772637	c2	c1
0.3220791655831783	c2	c1
0.21144800699654465	c1	c1
0.32749735217791465	c2	c1
0.11976213181925122	c1	c1
0.890527280739895	c1	c1
0.5935924535540487	c3	c1
0.6791023191444896	c3	c1
0.7891712386073383	c3	c1
0.4984421989290573	c3	c1
0.08692028808742369	c2	c1
0.5371065418185478	c3	c1
0.5868411180208791	c2	c1
0.74543947418433	c3	c1
0.4316595462296794	c2	c1
0.12758030279556376	c1	c1
0.28377590579872447	c2	c1
0.3630822963986351	c2	c1
0.6459172413316012	c3	c1
0.5707783046689119	c2	c1
0.35609672589784624	c1	c1
0.9865152487929797	c1	c1
0.6057748193568872	c3	c1
0.23722679173599448	c1	c1
0.10178247262040374	c2	c1
0.15285913918433203	c1	c1
0.24595772838450813	c3	c1
0.16068137325955567	c2	c1
0.18656702405130576	c3	c1
0.2850951686938471	c2	c1
0.17337359529475482	c1	c1
0.8967654246264252	c3	c1
0.08023374566164221	c3	c1
0.5245113895702547	c2	c1
0.4103968269896615	c3	c1
0.9823786169086064	c2	c1
0.11203890216805235	c2	c1
0.39785559904574164	c2	c1
0.9694704332753689	c2	c1
0.8655071258939803	c1	c1
0.8170720709492799	c2	c1
0.25790282704493983	c3	c1
0.17088758739006582	c1	c1
0.668643219924431	c3	c1
0.9293759891275858	c1	c1
0.5567628930139298	c2	c1
0.5716126894698998	c1	c1
0.2799790936602842	c1	c1
0.7694929331919369	c3	c1
0.18704374855752337	c3	c1
0.3236792364042437	c2	c1
0.4254364386164168	c1	c1
0.507610378684455	c1	c1
0.24240973241508024	c1	c1
0.11483682473920354	c2	c1
0.6106200424416326	c2	c1
0.28863055324025577	c2	c1
0.5812382214226123	c2	c1
0.1543627152742023	c2	c1
0.4811401018548175	c3	c1
0.5325894325515859	c1	c1
0.05182353682242691	c1	c1
0.3366042781939206	c1	c1
0.13441467693897424	c1	c1
0.06337497047276774	c1	c1
0.9899602323899452	c1	c1
0.32235384497472297	c1	c1
0.8098744458546349	c1	c1
0.25464065476376385	c3	c1
0.6815027222239293	c1	c1
0.7602278598896866	c3	c1
0.5956387406078443	c2	c1
0.47157618855015837	c1	c1
0.41184091414726853	c2	c1
0.3488682665429953	c2	c1
0.9295291442478258	c2	c1
0.8306194077877291	c3	c1
0.9650269106665126	c2	c1
0.12429722348554473	c2	c1
0.7308674752036443	c2	c1
0.9383404568210378	c1	c1
0.18123306616566015	c1	c1
0.0664962673667775	c3	c1
0.741120649290059	c3	c1
0.5744731131799119	c1	c1
0.8418287767582721	c3	c1
0.1397723766262895	c1	c1
0.7952673118598902	c2	c1
0.20162732004774453	c2	c1
0.1636559428657045	c3	c1
0.16426579793099294	c1	c1
0.8145747202313821	c1	c1
0.6651972206962001	c3	c1
0.5230654247691193	c1	c1
0.3588304841235025	c2	c1
0.8772005408131083	c3	c1
0.3924451074226354	c3	c1
0.8165994394715771	c1	c1
0.4391349085702184	c3	c1
0.3769444294249076	c1	c1
0.46267978566960644	c1	c1
0.3013778741641421	c1	c1
0.7476093801762511	c1	c1
0.5027203900924792	c1	c1
0.2322126951468173	c3	c1
0.8995745732745685	c2	c1
0.3838912213732114	c2	c1
0.5435528611139886	c3	c1
0.9064721109645469	c3	c1
0.6242379959139921	c2	c1
0.11689804070836407	c2	c1
0.9398321236134751	c2	c1
0.6277080530714179	c2	c1
0.3349056146570861	c2	c1
0.13927207266338726	c1	c1
0.794025189270296	c3	c1
0.6200727559285135	c1	c1
0.5334610919763215	c2	c1
0.8938925830509576	c2	c1
0.7885972112245307	c2	c1
0.15167487973275118	c1	c1
0.31172206779554823	c1	c1
0.24848913981446574	c2	c1
0.743946292572677	c1	c1
0.03353243473577938	c1	c1
0.5698896848713165	c2	c1
0.7624586857406905	c1	c1
0.8767656367617495	c3	c1
0.34208174871590746	c3	c1
0.8212573046720129	c3	c1
0.11063173695520723	c3	c1
0.8464522917345182	c2	c1
0.12748866233198242	c2	c1
0.39728729056036727	c2	c1
0.7972953657795536	c3	c1
0.14991742734877378	c3	c1
0.22925139523264149	c1	c1
0.7222525683930663	c1	c1
0.7200365365460744	c3	c1
0.6411476328852973	c3	c1
0.6939484444671	c3	c1
0.5427244433475962	c3	c1
0.25179905890695276	c1	c1
0.34569599350391944	c3	c1
0.18159771680142567	c1	c1
0.9084505613336283	c3	c1
0.5833917947661205	c3	c1
0.4008514167636399	c3	c1
0.4620058036441327	c1	c1
0.9472833396118153	c1	c1
0.1533514031160802	c2	c1
0.5862298320167972	c3	c1
0.505888678884466	c2	c1
0.6114542354346478	c2	c1
0.01811018382084051	c1	c1
0.8721239089441515	c1	c1
0.9321182824836124	c2	c1
0.5651331835892089	c3	c1
0.6966508238768923	c1	c1
0.9224993811772957	c3	c1
0.7072386343133986	c3	c1
0.15253904291426135	c2	c1
0.5762883601668132	c2	c1
0.6067150463828559	c2	c1
0.424130671302386	c2	c1
0.7364442356247228	c1	c1
0.9343670147690148	c1	c1
0.9255685129067763	c2	c1
0.4508393714041321	c1	c1
0.11323804584075525	c2	c1
0.9848411989623346	c3	c1
0.8388980864459341	c3	c1
0.12466268120326685	c3	c1
0.9208418826173723	c2	c1
0.8698963620621283	c3	c1
0.5188380571260721	c1	c1
0.5912754357449292	c3	c1
0.39900270387013026	c3	c1
0.05476163882203133	c3	c1
0.3351972416459009	c1	c1
0.8028534485980114	c2	c1
0.004632023004602859	c1	c1
0.3334991716911442	c2	c1
0.3981686935909433	c2	c1
0.5373956029379229	c3	c1
0.9198556164127605	c2	c1
0.34634599436596125	c1	c1
0.3469532018962277	c1	c1
0.7375012481097484	c2	c1
0.45221794088980716	c3	c1
0.22460482293998196	c3	c1
0.4524395161326934	c1	c1
0.14085702037979986	c3	c1
0.1763869865062233	c2	c1
0.49836777273947974	c2	c1
0.4189254495045479	c1	c1
0.9148459010681	c2	c1
0.3623938991166331	c1	c1
0.5805883502780435	c2	c1
0.6322642879195304	c1	c1
0.013094456588333636	c3	c1
0.6635373720167106	c2	c1
0.17803596686975143	c2	c1
0.9610703174694551	c1	c1
0.14866272775311296	c1	c1
0.41462412372702373	c2	c1
0.08534966807864386	c1	c1
0.9968742518459474	c2	c1
0.5021950103312426	c3	c1
0.5953850173200438	c1	c1
0.06707647738842748	c2	c1
0.7499604703991778	c3	c1
0.20990559309558576	c3	c1
0.8980542894407137	c2	c1
0.20513964048200717	c1	c1
0.19068772066366657	c2	c1
0.03654966784809488	c3	c1
0.47206694510999925	c2	c1
0.5648411332626164	c1	c1
0.06570863942835237	c3	c1
0.7755276166950106	c2	c1
0.4532888347480276	c1	c1
0.52439026932758	c3	c1
0.44076274693822814	c1	c1
0.400763060875326	c3	c1
0.5596403313082179	c2	c1
0.1552402459307125	c1	c1
0.18192813049527112	c3	c1
0.8617856210135173	c1	c1
0.9461154621336327	c1	c1
0.37330931627975295	c2	c1
0.27074467314355377	c1	c1
0.6439995432390158	c3	c1
0.4087341710980964	c3	c1
0.02538635566034486	c3	c1
0.15615259736619036	c3	c1
0.7159722288473975	c2	c1
0.6589239419101514	c1	c1
0.02709599250348349	c2	c1
0.22197216193294944	c1	c1
0.2310747965880714	c1	c1
0.6718927435987284	c1	c1
0.019710537754364155	c2	c1
0.10410858198457384	c1	c1
0.7999160853731894	c2	c1
0.1785446620543336	c3	c1
0.6527461078518747	c3	c1
0.23818278104672652	c1	c1
0.09944139275934516	c2	c1
0.24317219099945409	c3	c1
0.7222669318556592	c2	c1
0.8556964681062857	c2	c1
0.8302198645669916	c1	c1
0.3971835296184548	c3	c1
0.6680851365706462	c1	c1
0.20498429541582097	c1	c1
0.29314773026101326	c3	c1
0.8963358185211198	c3	c1
0.013001923510736035	c2	c1
0.08550853085446808	c3	c1
0.20788625514602732	c2	c1
0.026532203873819715	c2	c1
0.18143543508979731	c2	c1
0.5830415609696922	c3	c1
0.42142455059249795	c1	c1
0.8926717110769748	c2	c1
0.8174435617384409	c1	c1
0.34181735169787597	c1	c1
0.2594234334312925	c3	c1
0.3796924081672669	c1	c1
0.5902949425148077	c1	c1
0.26806364082287626	c3	c1
0.624148907849134	c2	c1
0.4094116521912404	c1	c1
0.5520471808519802	c3	c1
0.4361265291353167	c1	c1
0.29446575954191767	c1	c1
0.9484533069621567	c2	c1
0.7636057941597608	c1	c1
0.14011317576645255	c3	c1
0.8684679758979128	c1	c1
0.48743119824951364	c2	c1
0.8945522268940914	c2	c1
0.7998552559473152	c3	c1
0.42521350446923345	c2	c1
0.022469308320117398	c1	c1
0.2686773593849461	c2	c1
0.5416342146608669	c3	c1
0.6334782198261473	c2	c1
0.2578876854332023	c2	c1
0.13935607407282413	c2	c1
0.8349302367992991	c3	c1
0.9844021807035521	c2	c1
0.5256901823026858	c2	c1
0.1716792858483035	c1	c1
0.27230732651936895	c3	c1
